,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Kawalu,41,ID,1563115796,94,-7.38,108.21,63.77,3.44
376,Kawhia,33,NZ,1563115798,92,-38.07,174.82,48.99,11.99
377,Roseburg,1,US,1563115799,72,43.22,-123.34,63.0,1.07
378,Onega,100,RU,1563115801,77,63.91,38.09,57.11,3.83
379,Jos,96,NG,1563115802,78,9.92,8.9,78.35,5.08
380,Mudanya,75,TR,1563115803,68,40.38,28.88,72.0,6.93
381,Kontagora,0,NG,1563115805,53,10.4,5.47,88.61,5.12
382,Paso de Carrasco,40,UY,1563115806,71,-34.86,-56.05,52.0,4.7
383,Kibondo,78,TZ,1563115807,37,-3.59,30.72,81.05,2.26
384,Abu Kamal,0,SY,1563115809,13,34.45,40.92,98.33,12.44
385,Brooks,0,CA,1563115810,81,50.57,-111.89,61.0,7.0
386,Sisimiut,3,GL,1563115812,87,66.94,-53.67,42.53,11.43
387,Weihai,59,CN,1563115813,53,37.5,122.11,79.0,2.57
388,Nelson Bay,73,AU,1563115814,53,-32.72,152.14,52.0,23.04
389,Denpasar,20,ID,1563115815,83,-8.65,115.22,78.8,11.41
390,Boende,99,CD,1563115817,53,-0.28,20.88,87.53,0.43
391,Girvan,20,GB,1563115818,56,55.24,-4.86,68.0,8.05
392,Newport,1,US,1563115819,74,41.49,-71.31,87.01,5.82
393,Terracina,0,IT,1563115821,56,41.29,13.25,87.01,6.08
394,Rovaniemi,75,FI,1563115822,54,66.5,25.72,57.2,5.82
395,Tilichiki,22,RU,1563115823,85,60.47,166.1,50.81,6.85
396,Severobaykalsk,100,RU,1563115825,80,55.65,109.32,50.81,2.91
397,Lakes Entrance,93,AU,1563115826,93,-37.88,147.99,46.99,1.99
398,Atar,0,MR,1563115828,5,20.52,-13.05,116.15,18.9
399,Arman,99,RU,1563115829,72,59.7,150.17,56.57,2.59
400,Marsh Harbour,0,BS,1563115830,70,26.54,-77.06,83.75,8.7
401,Mitsamiouli,40,KM,1563115832,65,-11.38,43.28,80.6,9.17
402,Airai,33,TL,1563115833,78,-8.93,125.41,67.37,5.12
403,Bela,68,PK,1563115835,60,26.23,66.31,83.57,15.68
404,Barrhead,1,CA,1563115836,87,54.12,-114.4,60.8,3.36
405,Puerto Maldonado,40,PE,1563115838,334,-12.59,-69.19,33.8,4.7
406,Merauke,100,ID,1563115840,83,-8.49,140.4,77.81,23.55
407,Halifax,75,CA,1563115842,83,44.65,-63.58,75.99,12.75
408,Shimoda,75,JP,1563115843,94,34.7,138.93,73.4,5.82
409,Jacksonville,1,US,1563115774,66,30.33,-81.66,91.0,4.7
410,Pio XII,100,BR,1563115846,60,-3.89,-45.17,85.37,4.99
411,Khani,0,GE,1563115847,42,41.96,42.96,82.4,4.7
412,Omagh,20,GB,1563115849,68,54.6,-7.3,64.4,10.29
413,Port Lincoln,92,AU,1563115851,74,-34.72,135.86,55.13,21.32
414,San Patricio,100,PY,1563115852,95,-26.98,-56.83,64.85,5.66
415,Yatou,75,CM,1563115853,79,3.63,9.81,84.2,4.7
416,Nyrob,100,RU,1563115855,98,60.74,56.73,60.71,4.16
417,Havoysund,75,NO,1563115856,61,71.0,24.66,50.0,11.41
418,Pringsewu,90,ID,1563115857,90,-5.36,104.98,73.31,2.39
419,Honningsvag,76,NO,1563115859,80,70.98,25.97,44.33,4.03
420,Santa Maria,20,BR,1563115860,31,-16.02,-48.01,80.01,8.05
421,Nome,90,US,1563115861,94,30.04,-94.42,84.0,3.36
422,Pumiao,75,CN,1563115863,94,22.75,108.49,78.8,2.24
423,Khorramabad,0,IR,1563115864,14,33.48,48.35,100.4,6.93
424,Atambua,0,ID,1563115748,73,-9.11,124.89,76.19,18.79
425,Nampa,1,US,1563115867,43,43.57,-116.56,75.2,5.82
426,Nacala,68,MZ,1563115868,64,-14.56,40.69,73.49,7.49
427,Bonthe,60,SL,1563115869,78,7.53,-12.5,79.79,13.33
428,Barillas,0,ES,1563115871,30,41.97,-1.66,86.0,19.46
429,Osorno,75,CL,1563115872,87,-40.57,-73.14,46.4,5.82
430,Ubon Ratchathani,75,TH,1563115873,100,15.23,104.86,77.0,3.36
431,Puerto Princesa,100,PH,1563115875,82,9.74,118.73,80.69,19.04
432,Mahebourg,20,MU,1563115876,60,-20.41,57.7,71.6,4.7
433,Weyburn,0,CA,1563115612,71,49.67,-103.85,75.0,5.01
434,Bonoua,20,CI,1563115879,74,5.27,-3.6,82.4,10.29
435,Berdigestyakh,100,RU,1563115880,95,62.1,126.7,63.77,5.1
436,Lavrentiya,98,RU,1563115881,89,65.58,-170.99,52.25,4.03
437,Cordoba,5,AR,1563115662,44,-27.78,-67.24,57.65,3.56
438,Ushtobe,0,KZ,1563115884,26,45.25,77.98,86.27,10.22
439,Suez,0,EG,1563115603,22,29.97,32.54,96.35,15.37
440,Balakovo,100,RU,1563115886,63,52.02,47.82,74.03,4.83
441,Rabaul,100,PG,1563115804,88,-4.2,152.17,78.35,9.89
442,Rawson,99,AR,1563115889,50,-43.3,-65.11,49.73,17.31
443,Colac,100,AU,1563115890,98,-38.34,143.59,51.01,5.99
444,Mayna,7,RU,1563115892,84,53.0,91.49,58.73,1.83
445,Sergeyevka,0,KZ,1563115893,66,53.88,67.42,75.29,8.19
446,Aflao,20,TG,1563115894,70,6.12,1.19,84.2,13.87
447,Alofi,0,NU,1563115896,77,-19.06,-169.92,69.8,6.93
448,Hasaki,75,JP,1563115897,100,35.73,140.83,68.0,8.05
449,Trincomalee,100,LK,1563115898,73,8.58,81.23,80.69,3.51
450,Uruacu,0,BR,1563115900,20,-14.52,-49.14,90.77,3.47
451,Coruripe,20,BR,1563115901,70,-10.12,-36.18,80.69,10.47
452,Carutapera,100,BR,1563115902,68,-1.2,-46.02,83.75,10.0
453,Monrovia,75,LR,1563115690,74,6.33,-10.8,82.4,9.17
454,Zapolyarnyy,75,RU,1563115905,61,69.43,30.82,50.0,3.36
455,Vardo,1,US,1563115906,58,39.62,-77.74,86.0,8.05
456,Redcliffe,0,AU,1563115911,62,-31.94,115.94,57.2,18.34
457,Coruche,20,PT,1563115913,57,38.96,-8.53,89.01,12.75
458,Urusha,76,RU,1563115914,96,54.05,122.9,58.37,4.41
459,Salima,10,MW,1563115915,45,-13.78,34.45,68.09,8.3
460,Kargil,100,PK,1563115917,68,34.56,76.13,49.91,15.55
461,Balibago,90,PH,1563115918,88,14.33,121.24,79.0,5.82
462,Toora-Khem,100,RU,1563115919,96,52.47,96.11,57.29,5.59
463,Voh,97,NC,1563115921,84,-20.95,164.69,70.25,14.5
464,Bowen,100,AU,1563115922,93,-20.01,148.25,55.99,8.05
465,Kirksville,1,US,1563115721,69,40.19,-92.58,82.4,4.32
466,Namibe,0,AO,1563115925,64,-15.19,12.15,75.2,12.75
467,La Roche-sur-Yon,0,FR,1563115926,34,46.67,-1.43,84.99,12.75
468,Murgab,0,TM,1563115927,12,37.5,61.97,107.6,11.41
469,Stromness,20,CA,1563115929,68,42.87,-79.55,77.0,4.7
470,Hamilton,20,CA,1563115757,68,43.26,-79.87,77.0,4.7
471,Ekibastuz,0,KZ,1563115932,46,51.72,75.32,79.25,9.37
472,Kapit,97,MY,1563115934,91,2.02,112.94,72.95,0.2
473,De Aar,0,ZA,1563115935,15,-30.65,24.01,69.17,10.56
474,San Quintin,100,PH,1563115936,87,17.54,120.52,77.09,2.26
475,Baripada,95,IN,1563115938,66,21.93,86.73,83.57,7.96
476,Lethem,0,GY,1563115939,59,3.38,-59.8,86.09,11.1
477,Ino,98,JP,1563115941,99,33.55,133.43,67.55,2.17
478,Qasigiannguit,20,GL,1563115942,57,68.82,-51.19,51.8,5.82
479,La Tuque,100,CA,1563115943,84,47.44,-72.79,57.47,9.06
480,Mgachi,1,RU,1563115945,87,51.05,142.27,56.39,7.61
481,Southbridge,1,US,1563115946,61,42.08,-72.03,86.0,12.75
482,Ugoofaaru,97,MV,1563115654,68,5.67,73.0,84.47,3.85
483,Manggar,21,ID,1563115952,84,-2.88,108.27,75.47,5.3
484,Zandvoort,75,NL,1563115954,63,52.37,4.53,68.0,10.29
485,Fez,0,MA,1563115955,24,34.03,-5.02,93.2,14.99
486,Porto Novo,27,BR,1563115956,56,-23.68,-45.44,71.6,2.24
487,Baijiantan,10,CN,1563115958,23,45.63,85.18,80.15,6.15
488,Boralday,40,KZ,1563115959,28,43.36,76.86,86.0,6.71
489,Hornepayne,95,CA,1563115961,33,49.22,-84.78,76.37,9.01
490,Puerto Madryn,73,AR,1563115962,44,-42.77,-65.04,52.43,15.41
491,Jiazi,0,CN,1563115963,89,19.61,110.49,84.2,4.47
492,Grand-Santi,12,GF,1563115965,52,4.27,-54.38,88.25,3.18
493,Council Bluffs,1,US,1563115966,88,41.26,-95.86,86.0,4.7
494,Bagdarin,8,RU,1563115967,76,54.44,113.59,51.17,4.16
495,Bathsheba,75,BB,1563115969,62,13.22,-59.52,87.8,25.28
496,Mokhsogollokh,95,RU,1563115971,72,61.4,128.95,69.53,6.11
497,Moramanga,1,MG,1563115972,92,-18.95,48.23,52.07,4.43
498,Meulaboh,100,ID,1563115973,68,4.14,96.13,83.75,5.82
499,Birzai,81,LT,1563115975,40,56.2,24.75,68.63,8.93
500,Naze,65,NG,1563115976,65,5.43,7.07,86.09,5.41
501,Teya,75,MX,1563115977,74,21.05,-89.07,87.01,13.87
502,Port Hueneme,90,US,1563115919,93,34.15,-119.2,69.01,3.36
503,Valparaiso,5,US,1563115980,74,41.47,-87.06,84.99,5.82
504,Sorrento,0,AU,1563115981,62,-31.82,115.75,57.2,18.34
505,Front Royal,1,US,1563115839,65,38.92,-78.19,89.01,5.82
506,Baruun-Urt,99,MN,1563115985,47,46.68,113.28,69.71,4.68
507,Dongsheng,100,CN,1563115986,84,29.72,112.52,76.19,2.71
508,Puerto Barrios,20,GT,1563115988,79,15.72,-88.58,91.0,3.2
509,Biak,93,ID,1563115989,98,-0.91,122.88,59.81,5.95
510,Taoudenni,37,ML,1563115990,13,22.68,-3.98,110.03,14.25
511,Marsa Matruh,0,EG,1563115992,66,31.35,27.25,84.2,8.05
512,San Cristobal,25,HN,1563115993,59,14.68,-86.92,76.73,7.25
513,Nyurba,75,RU,1563115994,91,63.29,118.35,62.51,3.11
514,Amapa,20,HN,1563115996,58,15.09,-87.97,91.0,2.24
515,Tegal,1,ID,1563115997,81,-6.87,109.14,70.25,7.43
516,Maholi,3,IN,1563115998,45,27.65,80.48,95.99,2.06
517,Jaca,20,ES,1563116000,73,42.57,-0.55,79.0,3.36
518,Auki,80,NG,1563116001,43,12.18,6.51,90.59,7.61
519,Linxia,100,CN,1563116002,68,35.6,103.21,53.87,4.47
520,Kiama,75,AU,1563116004,58,-34.67,150.86,55.0,28.86
521,Manoel Urbano,8,BR,1563116005,52,-8.84,-69.26,88.97,1.12
522,Boa Vista,40,BR,1563116007,62,2.82,-60.67,84.2,13.87
523,Staryy Nadym,99,RU,1563116008,54,65.61,72.68,80.33,8.86
524,Sonoita,1,US,1563116009,46,31.68,-110.66,89.01,6.93
525,Nouadhibou,24,MR,1563116011,61,20.93,-17.03,77.0,20.8
526,Ormara,68,PK,1563116012,75,25.21,64.64,81.41,17.47
527,Manzanillo,75,MX,1563115731,78,19.05,-104.32,78.8,6.93
528,Svetlaya,100,RU,1563116015,98,46.54,138.33,54.23,3.49
529,Ulcinj,40,ME,1563116016,28,41.93,19.22,84.2,10.29
530,Xining,96,CN,1563116017,84,36.62,101.77,47.75,3.44
531,Binga,0,ZW,1563116019,20,-17.62,27.34,72.59,5.66
532,Escalerillas,90,MX,1563116020,93,19.14,-100.12,63.0,0.76
533,Jati,89,PK,1563116022,70,24.35,68.27,85.01,25.46
534,Ruteng,3,ID,1563116023,82,-8.61,120.46,66.29,5.82
535,Ostrovnoy,47,RU,1563116024,77,68.05,39.51,45.05,7.87
536,Otaki,90,JP,1563116026,100,35.95,138.94,72.0,4.7
537,Calamar,96,CO,1563116027,70,1.96,-72.65,80.69,3.58
538,Iwaki,100,JP,1563116028,98,37.05,140.89,69.01,3.65
539,Bubaque,100,GW,1563116029,78,11.28,-15.83,79.79,7.16
540,Half Moon Bay,90,US,1563115834,100,37.46,-122.43,63.0,5.5
541,Ternate,90,PH,1563116032,88,14.29,120.72,79.0,5.82
542,Amuntai,46,ID,1563115925,86,-2.42,115.25,71.69,4.07
543,Chipinge,0,ZW,1563116035,41,-20.19,32.62,70.07,8.39
544,Kortkeros,40,RU,1563116036,60,61.81,51.56,69.01,4.47
545,Toowoomba,0,AU,1563116041,59,-27.56,151.95,48.99,3.36
546,San Andres,100,PH,1563116042,91,13.32,122.68,77.45,6.73
547,Comodoro Rivadavia,0,AR,1563116044,57,-45.87,-67.48,51.8,11.41
548,Joshimath,68,IN,1563116045,89,30.57,79.57,55.13,0.85
549,Jiexiu,100,CN,1563116046,47,37.02,111.92,77.27,1.57
550,San Rafael del Sur,40,NI,1563116035,74,11.85,-86.44,80.6,4.7
551,Whitehorse,90,CA,1563116049,87,60.72,-135.06,53.6,5.82
552,Ottawa,40,CA,1563116050,73,45.42,-75.69,73.0,10.29
553,Solano,100,CO,1563116052,97,0.7,-75.25,73.31,2.59
554,Ust-Nera,100,RU,1563116053,59,64.57,143.24,63.77,5.95
555,Nyimba,41,ZM,1563116054,27,-14.56,30.81,82.31,5.64
